movie_id,subtitle_id,movie_name,release_year,decade,context,lexicon_word_list
764,896671,Hey Arnold! The Movie,2002-06-28,2000.0,"[949.647 - 952.525] I always thought
that made it even cooler.
[952.687 - 956.6] We thought it'd be there forever, but
after they tear down the neighborhood,
[956.767 - 959.122] I reckon nobody'll even remember.
[959.287 - 960.686] Yeah.
[969.487 - 973.366] - Hi, Mr Green.
- Look, that was me, aged four.
[973.527 - 976.2] My grandfather did it.
He was proud of me.
[976.367 - 980.599] He used to say, ""One day,
Green Meats will be your shop.""
[980.767 - 986.478] <i>Sure enough, my father took it over</i>
<i>and then he passed it on to me.</i>
[986.647 - 990.401] <i>That was the proudest day of my life.</i>
[991.127 - 995.439] <i>I always knew one day I'd pass</i>
<i>the shop on to my own son.</i>
[995.967 - 999.801] I guess now that's never gonna happen.",['proud']
764,896782,Hey Arnold! The Movie,2002-06-28,2000.0,"[1416.647 - 1418.638] The video store, the arcade.
[1418.807 - 1421.765] How many ways can I say it?
I can't help you.
[1421.927 - 1424.566] Bowling alley. Slausen's ice cream.
[1424.727 - 1428.117] - I don't want to lose my patience.
- Dolly's Donuts.
[1428.287 - 1432.963] - Dolly's Donuts?
- Yeah. That great donut shop.
[1433.127 - 1436.563] - What did you say?
- Just that it's a shame
[1436.727 - 1439.287] they're gonna tear down
Dolly's Donuts.
[1439.447 - 1443.52] Yeah. Dolly's Donuts.
Two days from now, they're history.
[1443.687 - 1446.485] No more Dolly's Donuts, Mr Bailey.
[1446.647 - 1450.401] But I love those donuts.
Nobody makes a cruller like Dolly.
[1450.567 - 1455.402] I've been going to Dolly's every day for
30 years. I couldn't survive without 'em.",['shame']
765,898459,Mr. Deeds,2002-06-28,2000.0,"[4145.609 - 4149.306] l don't think so. l haven't done anything stupid all day. l've been here.
[4149.412 - 4153.246] Let's see what lame show they put on when they don't have Deeds to pick on.
[4153.65 - 4155.015] Excuse me!
[4156.019 - 4159.546] -Could you put on Channel 8, please? -You got it.
[4162.159 - 4164.787] Welcome to lnside Access. I'm Mac McGrath.
[4165.562 - 4169.43] All of us here at l. A. take pride in our ability to handle...
[4169.533 - 4172.058] ...every story with sensitivity and empathy...
[4172.202 - 4172.93] Okay, pal.
[4173.036 - 4175.903] ...while maintaining an appropriate journalistic distance.
[4176.006 - 4180.534] But what happens when a reporter becomes part of what she's reporting?
[4180.644 - 4184.478] What happens when a journalist falls in love with an idiot?",['pride']
765,898524,Mr. Deeds,2002-06-28,2000.0,"[4504.634 - 4506.829] Peanut butter and gumballs. Nice combo.
[4507.103 - 4510.266] Don't worry about what happened. Time heals all things.
[4511.741 - 4513.231] Except these crazy eyes.
[4513.643 - 4515.838] lt's good to be home. l know that much.
[4516.646 - 4520.309] l wasn't talking to you, Deeds. l was talking to that squirrel over there.
[4522.986 - 4525.181] Although it's a shame about that Cedar fellow...
[4525.288 - 4528.689] ...tearing apart your uncle's company and firing all those nice people.
[4528.791 - 4529.815] Where'd you hear that?
[4529.926 - 4532.224] l watch the stock market channel all the time.
[4532.595 - 4536.292] l just watch because l suspect that anchorman of being an evil leprechaun.
[4536.766 - 4539.394] He can bullshit everybody else, but he ain't fooling me.",['shame']
765,898739,Mr. Deeds,2002-06-28,2000.0,"[5360.756 - 5363.02] ''My heart is yours for the taking
[5363.525 - 5365.789] ''Acting weird, not myself
[5366.295 - 5368.855] ''Dancing around like the Keebler elf
[5369.198 - 5372.224] ''Finally time for this poor schlub
[5373.802 - 5376.896] ''to know how it feels to fall in lub''
[5377.539 - 5378.801] l'm so proud of you!
[5384.913 - 5387.643] Can you believe Deeds bought us all these?
[5392.254 - 5394.051] Damn, these things are fast!
[5398.46 - 5399.722] l'm okay!
[5400.796 - 5401.66] l'm okay!
[5402.0 - 5405.108] nan",['proud']
766,899180,Look Who's Talking Now!,1993-11-05,1990.0,"[1552.0 - 1554.878] I thought two calzones were mating!
[1555.12 - 1556.314] Lousy dog cop!
[1559.04 - 1563.238] Hey, liver. Jeez, I could
get used to this.
[1563.6 - 1565.875] You got liver? Hey, fellas!
[1566.12 - 1567.519] Spot here got liver.
[1567.84 - 1569.831] - He got liver?
- That's a shame.
[1570.04 - 1572.429] Already? That's a crock.
[1572.64 - 1575.438] - What's wrong with liver?
- That's your last meal, amigo.
[1575.68 - 1577.033] Then it's a big nap.
[1577.28 - 1578.508] What did I do?
[1578.76 - 1580.273] What did any of us do?",['shame']
769,902573,The Crocodile Hunter: Collision Course,2002-07-26,2000.0,"[1456.755 - 1458.086] Kangaroos.
[1459.357 - 1461.12] Roo bars or bull bars...
[1461.193 - 1465.186] ...are often the cause of sudden death
for wildlife here in the outback.
[1465.464 - 1469.764] Millions of animals die every year
from collisions with vehicles.
[1470.101 - 1474.094] Kangaroos, in particular,
are getting clobbered all over the bush.
[1476.408 - 1477.807] What a shame!
[1478.076 - 1480.909] And this is a tragedy that we see all too often...
[1480.979 - 1483.641] ...out here on the outback roads in Australia.
[1483.915 - 1487.749] Part of our job is to pull the carcass
back off the road...
[1487.819 - 1490.913] ...so that any wildlife that comes to feed on it...
[1490.989 - 1493.48] ...doesn't get clobbered by another vehicle.",['shame']
769,902797,The Crocodile Hunter: Collision Course,2002-07-26,2000.0,"[2442.706 - 2445.197] Probably around the 12 to 14 foot mark.
[2445.443 - 2447.001] According to the ranger...
[2447.077 - 2450.979] ...he's dominated this section of the river
for quite some time.
[2451.849 - 2455.341] All of the riverbank in this area is
private property.
[2455.953 - 2459.946] But to a big old croc, this is his territory.
[2460.191 - 2464.525] It's a real shame when people come along
and want him out.
[2464.795 - 2468.526] Finding him could take days, even weeks.
[2468.766 - 2471.86] And he's probably watching us right now.
[2472.369 - 2474.929] I'll have to go ashore and look for slides.
[2475.272 - 2479.936] They're the marks on the banks that are
left by crocodiles sunning themselves.
[2481.445 - 2485.279] Okay, Ter, this looks promising.
Keep your wits about you, mate.",['shame']
770,903903,Reign of Fire,2002-07-12,2000.0,"[3286.78 - 3287.99] This is my home.
[3288.11 - 3290.95] I'm asking the questions.
[3290.95 - 3292.41] What are you doing here?
[3294.66 - 3298.13] I lead...you follow.
[3319.98 - 3321.99] I kept these for you.
[3321.99 - 3325.28] They sent them off proud, Alex.
[3325.32 - 3328.28] Alex is the keeper of the dead, Quinn.
[3328.28 - 3329.45] She's our memory.
[3329.54 - 3331.45] When this thing is over,
[3331.45 - 3333.75] she's gonna build a wall with those things.
[3333.83 - 3336.71] And, unfortunately, it's gonna be a very long wall.",['proud']
772,905249,Stuart Little 2,2002-07-19,2000.0,"[225.404 - 228.565] In Uncle Crenshaw's case, never stops.
[228.64 - 230.574] Are you both coming to the game?
[230.642 - 232.007] Wouldn't miss it.
[232.577 - 234.408] Frederick...
[234.579 - 236.079] ...this soccer game's making me very....
[236.148 - 239.311] - Proud?
- Anxious. Especially about....
[240.155 - 243.214] - I'm fine.
- He's fine.
[243.391 - 247.556] All those boys stomping around with cleats.
What if someone....
[247.559 - 251.788] Oh, honey. He's a Little.
All Littles are natural athletes.
[251.834 - 254.763] - Do you need....
- Could you?
[258.073 - 261.965] Okay, that's it for you.",['proud']
772,906072,Stuart Little 2,2002-07-19,2000.0,"[3824.652 - 3827.079] What did you think you were doing?
[3827.254 - 3829.712] - You almost gave me a heart attack.
- I'm sorry, Mom.
[3829.712 - 3832.72] - You ran away from home.
- I know.
[3832.723 - 3834.59] And you had George lie to us.
[3834.592 - 3835.686] Yeah.
[3835.7 - 3837.259] Then why am I so proud of you?
[3837.267 - 3839.267] Mrs. Little, this belongs to you.
[3839.281 - 3842.232] My ring.
[3842.572 - 3845.403] Yeah, I took it.
[3845.404 - 3848.474] And now she's giving it back.
[3848.48 - 3852.947] I'm just happy to have all of you back.",['proud']
773,907219,Tadpole,2002-11-01,2000.0,"[4129.68 - 4131.6] # Ch-ch-changes
[4131.6 - 4134.52] # Don't tell them to grow up and out of it
[4134.52 - 4136.52] # Ch-ch-ch-ch-changes
[4136.52 - 4138.72] # Turn and face the strain
[4138.72 - 4140.28] # Ch-ch-changes
[4140.28 - 4141.4] # Where's your shame?
[4141.4 - 4143.44] # You've left us up to our necks in it
[4143.52 - 4146.16] # Time may change me
[4146.16 - 4150.0] # But you can't trace time
[4150.0 - 4155.8] # Strange fascination, fascinating me
[4157.52 - 4164.32] # Aw, changes are taking the pace I'm going through",['shame']
774,907431,Harry and Walter Go To New York,1976-06-17,1970.0,"[1090.722 - 1095.25] - I found it in my soup last night.
- Keep your soup away from my hair.
[1101.8 - 1106.032] Hey, what do you think
of our new ad?
[1106.238 - 1110.675] ""Special. A lock of hair
from the head of Adam Worth.
[1110.876 - 1113.242] Souvenir buttons from his shirts...
[1113.445 - 1116.141] ...all for 25 cents. Hurry, hurry.""
[1116.315 - 1118.783] We ought to be ashamed, Harry.
[1118.984 - 1122.078] Never mind. We've got
a business to run.
[1123.422 - 1127.188] Walter, my eyes are very tired.
[1127.926 - 1130.19] Could you read this for me?
[1136.401 - 1140.03] ""Dear Mr. Worth: I want to be
like you when I grow up...
[1140.239 - 1144.266] ...so I broke into my brother's piggy
bank and stole money...",['ashamed']
776,909552,Change of Habit,1969-02-02,1960.0,"[1967.545 - 1970.207] a little wine, occasionally.
[1970.282 - 1972.58] We... l...
[1972.651 - 1975.119] What I mean is l...
I, uh, don't drink.
[1978.957 - 1982.051] Well, if a nurse doesn't drink,
then we usually have dinner.
[1982.127 - 1984.925] Yes, I'll bet you do.
But there's no chance.
[1984.996 - 1987.988] We're going to try
to shame the landlord
into painting the apartment.
[1988.066 - 1990.364] You're gonna have to stop
throwing yourself at me
like this...
[1990.435 - 1993.302] or people will start talking.
[1993.371 - 1995.362] Oh, by the way,
you were right about Amanda.
[1995.44 - 1998.534] <i>She is autistic:</i>
<i>She""s not deaf,""cause</i>
<i>I heard her whistle:</i>
[1998.61 - 2001.238] Well, I can start working
with her right away.",['shame']
776,909592,Change of Habit,1969-02-02,1960.0,"[2137.115 - 2139.106] Evening, ladies.
[Both]
Evening.
[2146.624 - 2150.856] Brown paper bags.
I could hear the muscatel
bottles rattle.
[2150.929 - 2154.865] All right, out of the way,
girls, unless you want
to get painted.
[2154.933 - 2157.367] Luis, Raoul,
start moving the furniture
away from the walls.
[2157.435 - 2160.893] <i>Chino, you""ll mix the paint:</i>
[2160.972 - 2164.703] I know your landlord.
He doesn't shame so easily.
[2206.451 - 2208.942] It's too bad Chino
and the rest of the boys
couldn't stay for dinner.
[2209.02 - 2211.989] Maybe they're not partial
to noodle ring like I am.
[2212.056 - 2214.616] Tell me, as a doctor...
[2214.692 - 2218.89] would you diagnose
what's happening today...
the riots, the student unrest...
[2218.963 - 2222.592] <i>as not really the death throes</i>
<i>of an old Order: : :",['shame']
776,909920,Change of Habit,1969-02-02,1960.0,"[3574.284 - 3577.776] But still a priest.
I better get changed.
[3577.854 - 3582.291] <i>A lovely supper, ladies:</i>
<i>L""ll look for you at early mass:</i>
[3582.359 - 3585.92] Father Gibbons,
I'm so glad I ran into you.
[3585.996 - 3589.159] Oh, we were playing
touch football in the park.
[3589.232 - 3592.395] Notre Dame,
French for ""Our Lady.""
[3592.469 - 3595.37] But I don't think Our Lady'd
be very proud to claim you now.
[3595.438 - 3598.373] Father, we've done nothing
to be ashamed of.
[3598.441 - 3603.811] Men in your rooms.
Late parties.
Profane music till all hours.
[3603.88 - 3607.407] Forsaking the habit was
one thing, but now you're
not even dressed like females.
[3607.484 - 3609.884] Father...
<i>l""ve had enough of you:</i>
[3609.953 - 3613.65] - I want you out of my parish.
- Oh, please don't say that.",['proud']
776,909962,Change of Habit,1969-02-02,1960.0,"[3763.74 - 3768.473] so I could be somebody,
not just another nigger
in the streets.
[3768.545 - 3771.378] Good morning.
Oh, Miss Parker, Amanda.
[3771.448 - 3774.212] Just have a seat
in the waiting room.
I'll be with you in a minute.
[3774.284 - 3778.118] Irene, it's not my place
to tell anybody when
to fish or cut bait.
[3778.188 - 3781.715] Let's just hope it doesn't
turn out to be fish
or get your throat cut.
[3784.694 - 3789.461] They shame the other
fine Sisters of the cloth,
who know their place.
[3789.532 - 3793.434] Our place is where
we're needed. How we
dress in unimportant.
[3793.503 - 3795.63] You're no longer needed
in my parish.
[3795.705 - 3798.765] <i>[Michelle]</i>
<i>Something is needed</i>
<i>in your parish, Father Gibbons:</i>
[3798.842 - 3802.573] There are new methods,
innovations. For instance...
[3802.645 - 3806.638] you might try bringing
more people back into the church
by having a mass in Spanish.",['shame']
776,910064,Change of Habit,1969-02-02,1960.0,"[4254.931 - 4256.956] He asked her
how her legs felt.
[4257.033 - 4260.56] Call in your goons.
Fire your tear gas bombs.
[4260.636 - 4264.538] In a potentially violent
confrontation, it's imperative
law enforcement officials...
[4264.607 - 4266.632] should conduct themselves
with calm and understanding.
[4266.709 - 4269.439] Club us! Load us into
that paddy wagon out there...
[4269.512 - 4271.878] and we will bear
our scars proudly.
[4271.948 - 4275.111] The only scars you'll bear
will be splinters,
Sister Barbara.
[4275.184 - 4278.278] <i>A law officer should always</i>
<i>remember to keep</i>
<i>his own good humor: : :
[4278.354 - 4281.881] <i>Even in the face of</i>
<i>vituperative comment</i>
<i>and obscenities:</i>
[4281.958 - 4283.892] Dirty establishment fink!
[4286.062 - 4288.462] [Officer In Spanish]",['proudly']
777,911558,Blue Crush,2002-08-08,2000.0,"[5802.505 - 5804.131] That's my sister!
[5804.549 - 5806.383] Just words don't explain it.
[5807.552 - 5809.344] For Anne Marie Chadwick
to get a ride like that
[5809.429 - 5812.89] with the entire North Shore
surf community watching...
[5819.314 - 5821.607] -That was insane!
-Yeah!
[5822.901 - 5824.526] I'm so proud of her.
[5830.074 - 5832.618] -Can I have your autograph?
-That was insane.
[5834.329 - 5835.662] She's my bitch.
I taught her everything she knows.
[5835.747 - 5838.248] - What's your name?
-That's right. That's our girl.
[5839.167 - 5841.335] Hey.
[5843.213 - 5845.255] -That was awesome.
-Thank you.",['proud']
778,911624,One Hour Photo,2002-08-21,2000.0,"[317.382 - 318.962] Leica Minilux.
[319.172 - 320.462] That's a very nice camera.
[320.542 - 323.342] Really? Will's trying
to get me to go digital...
[323.422 - 326.012] Don't do that.
I'd be out of a job.
[332.642 - 335.022] - You have one shot left.
- That's okay.
[335.102 - 337.141] - It's a shame to waste it.
- It's fine.
[337.731 - 339.941] No, please, I look horrible.
[353.161 - 355.371] - How's Jake doing?
- He's great.
[356.081 - 358.331] - He just had a birthday, and...
- Oh.
[358.831 - 360.631] How old is he, nine?
[360.841 - 363.051] - That's right, he just
turned nine. - Nine.",['shame']
779,912998,Children on Their Birthdays,2002-02-16,2000.0,"[3542.0 - 3543.0] You ain't no lady.
[3543.0 - 3546.0] Everyone knows you ain't
nothing but a floozy.
[3546.0 - 3548.0] Why, Sister Rosalba.
[3548.0 - 3553.0] I do believe we'll be ready
for the cotillion in no time.
[3553.0 - 3566.0] I'm just a dumb colored
and that's what I'll always be.
[3566.0 - 3570.0] Oh, is little Billy Bob hurt?
Shame on you.
[3570.0 - 3571.7] You made old Billy Bob
bleed blood.
[3583.0 - 3588.0] I'm gonna come back
and get my gun!
[3588.0 - 3592.0] It's not right to treat
people this way.
[3592.0 - 3596.0] Billy Bob Murphy, that was
a very brave thing you did.
[3596.0 - 3601.0] - It was?
- Brave and foolish.",['shame']
779,913103,Children on Their Birthdays,2002-02-16,2000.0,"[3971.0 - 3979.0] I just think it's time l started
concentrating on the living.
[3979.0 - 3981.0] Excuse me!
[3981.0 - 3984.0] We can't clap for anybody else.
We gotta save it all for Miss Bobbit.
[3984.0 - 3986.2] Now, Billy Bob,
let's not forget our manners.
[3996.0 - 4002.0] Ladies and gentlemen, welcome to
the f'irst annual Meadow Talent Show.
[4002.0 - 4006.0] I am your proud and humble
producer, Lionel Quince.
[4006.0 - 4008.0] All right, Lionel!
[4008.0 - 4010.0] Thank you very much.
[4010.0 - 4014.0] First off, we're gonna meet
a young lady, Evelyn Linford...
[4014.0 - 4016.1] who does her own choreography
to swan Lake.
[4041.0 - 4042.32] She stinks.",['proud']
779,913277,Children on Their Birthdays,2002-02-16,2000.0,"[5000.0 - 5003.0] Acey, take Townline Road.
Jeb, take the river.
[5003.0 - 5006.0] We're gonna f'ind this character.
I do not like being made a fool of.
[5006.0 - 5008.0] - Let's go, boys.
- Let's get 'im!
[5008.0 - 5008.96] Come on.
[5015.0 - 5020.0] Let's hunt him down!
[5020.0 - 5023.0] I think it's just a shame
about you and Preacher.
[5023.0 - 5027.0] How much fun do you think it'll be to go
to that World Series all by yourself?
[5027.0 - 5037.0] I don't think I'm going to be able
to count on Preach, Mom.
[5037.0 - 5042.0] Mom, can I be excused?
[5042.0 - 5046.0] Sure.
Take your plate, please.
[5046.0 - 5047.08] Yes, Mom.",['shame']
780,913426,Clash of the Titans,1981-03-15,1980.0,"[38.414 - 40.957] ACRISlUS:
Bear witness, Zeus...
[41.125 - 44.043] ...and all you gods of high Olympus!
[44.586 - 46.921] I condemn my daughter, Danae...
[47.589 - 50.591] ...and her son, Perseus, to the sea!
[51.301 - 52.927] Her guilt and sin...
[53.762 - 56.222] ...have brought shame to Argos.
[56.598 - 58.891] I, Acrisius, the king...
[59.309 - 63.271] ...now purge her crime
and restore my honor!
[64.064 - 67.734] Their blood is not on my hands!
[71.613 - 74.824] -Now!
DANAE: Ah!
[76.618 - 78.119] (SCREAMlNG)",['shame']
780,913507,Clash of the Titans,1981-03-15,1980.0,"[830.079 - 834.791] ...and now only the stallion,
Pegasus, remains.
[835.21 - 840.547] -Your son must therefore be punished.
-No, I beg you. Be merciful.
[842.592 - 846.053] ZEUS: He will become abhorrent
to human sight.
[847.43 - 852.809] He'll be shunned and forced to live as an
outcast in the swamps and marshes.
[853.019 - 856.73] He'll be transformed
to a mortal mockery.
[856.898 - 861.902] The shameful mark of his vile cruelty.
[874.082 - 877.334] This is my final judgement.
[877.544 - 879.294] THETlS:
No, I implore you.
[879.629 - 882.297] He is to marry Princess Andromeda.
[882.966 - 886.26] He would rule all Joppa and Phoenicia.
[886.427 - 889.471] ZEUS:
Let the princess look upon him now!",['shameful']
780,913600,Clash of the Titans,1981-03-15,1980.0,"[1276.984 - 1278.151] A sword!
[1279.32 - 1280.946] A shield!
[1281.155 - 1284.157] And he must have them with all speed!
[1287.536 - 1290.538] -All for love of Danae.
-No!
[1290.706 - 1294.542] So many women have attracted him,
he couldn't remember her.
[1294.752 - 1297.712] It's his foolish pride
in a handsome son.
[1297.88 - 1303.009] As you say, so many women. And all
these transformations he invents...
[1303.177 - 1306.554] ...to seduce them.
Sometimes a shower of gold...
[1306.806 - 1311.518] ...a bull or a swan. He tried
to ravish me disguised as a cuttlefish.
[1311.686 - 1315.23] -Did he succeed?
-Certainly not.
[1315.481 - 1318.65] -What did you do?
-Beat him at his own game.",['pride']
781,915375,Down and Out in Beverly Hills,1986-01-31,1980.0,"[3781.64 - 3783.517] I got hit here,
I got it in the back,
I got it... Oy.
[3783.6 - 3785.272] I just take 'em in, sir.
I don't fix 'em.
[3789.28 - 3791.635] I haven't had an orgasm
like that
[3791.72 - 3793.392] in nine-and-a-half years.
[3793.48 - 3796.995] I never thought
I was capable of this.
[3797.08 - 3799.469] I'm ashamed of myself.
[3799.56 - 3801.835] I am.
[3801.92 - 3803.99] Glad and ashamed,
[3804.08 - 3807.47] exhausted and exhilarated
all at the same time,
[3807.56 - 3810.677] just as I was repelled
and attracted to you
[3810.76 - 3812.034] at the same time.",['ashamed']
782,916100,Flaming Star,1960-12-20,1960.0,"[334.254 - 337.492] - Sure is a fine-looking cake.
- I could eat a buffalo.
[337.591 - 339.877] You dance like one.
[343.264 - 346.961] Supper was great, Mrs. Burton.
Will and me always say...
[347.062 - 350.923] in cooking, no one would guess
you were different from...
[351.024 - 353.435] well, our ma or anybody else.
[355.153 - 359.35] I'm really proud you liked it, Tom.
Just a little more cake?
[359.449 - 362.319] No, ma'am.
[364.872 - 368.242] - What have we here?
- From me.
[374.341 - 376.793] Well, now, that...
[378.514 - 381.091] That sure is fine.
[384.185 - 386.305] What is it?",['proud']
782,916150,Flaming Star,1960-12-20,1960.0,"[711.931 - 714.927] A lot of things can happen
in three days.
[715.852 - 720.133] Neddy, last time you saw your sister,
you hear anything?
[720.232 - 723.769] No, it was just about like always.
[725.697 - 728.024] Didn't you think so, Pacer?
[741.506 - 745.544] If trouble starts, who'll hit us first,
your folks or Ma's?
[745.677 - 750.041] Shame on you, Clint. It's more likely
neither will bother us.
[750.14 - 754.171] That ain't been my experience
about people in the middle.
[754.27 - 756.764] Maybe it's the new chief.
[757.816 - 760.97] - What new chief?
- The Kiowas got a new chief.
[761.07 - 763.847] - Since when?
- Maybe a month.
[763.947 - 768.479] - What about old Lame Crow?
- He's the old man of the tribe now.",['shame']
782,916686,Flaming Star,1960-12-20,1960.0,"[4085.155 - 4087.65] So am I, but I understand.
[4088.159 - 4091.898] It never come to my mind it would be
like this when I married Neddy.
[4091.998 - 4095.777] I guess folks ain't
never been fair with you.
[4095.878 - 4099.865] They take a man for what
he ought to be, not what he is.
[4099.966 - 4103.453] - I ain't blaming you.
- I know. You're a good boy.
[4103.552 - 4107.372] I've always been proud of you.
Do what you must do...
[4107.472 - 4114.096] with my blessings. No matter
where you go, whatever happens.
[4115.608 - 4118.519] Goodbye, son.
[4119.488 - 4121.398] Bye, Pa.
[4141.845 - 4144.873] Funny how things turn out.
[4144.974 - 4150.631] When I got here, all I had was you
and me. You were just a baby.",['proud']
783,916868,True Colors,1991-03-15,1990.0,"[466.26 - 471.05] Stubblefield? You dog, I heard an ugly
rumour you were going to be here.
[471.26 - 474.411] Tim Garrity,
you'll never amount to anything.
[474.62 - 481.173] - Your mother and I are disappointed.
- You'll have to try harder, that's all.
[481.38 - 483.94] - How you doing?
- Great. You?
[484.14 - 487.212] - BJ said there was a fight. See it?
- No...
[487.42 - 492.016] Yeah, a guy got what was coming
to him and will live in shame for ever.
[492.22 - 496.896] - I'm sorry I missed it...
- Sorry, Doug Stubblefield, Peter Burton.
[497.1 - 502.697] Good to know you. I got a keg on ice,
you won't believe who's here, so let's go.
[502.9 - 504.174] I'll be there.
[504.38 - 508.896] - Anyone you want to ask?
- Girls? The place is crawling with them.
[510.02 - 513.933] If you want, I can go and see
about changing rooms.",['shame']
783,917401,True Colors,1991-03-15,1990.0,"[3417.42 - 3421.254] Maybe I did waste them.
Fuck you. I never see you now.
[3421.46 - 3425.578] I'm sorry. It's this weekend.
Everybody's brown-nosing.
[3425.78 - 3429.25] I feel like the third wheel
on your date with destiny.
[3429.46 - 3431.69] <i>Rise for our National Anthem.</i>
[3431.9 - 3437.338] - If a guy promises the 50-yard line...
- All right. It's the <i>Banner.</i>
[3437.54 - 3440.896] <i>What so proudly we hailed...</i>
[3441.62 - 3446.171] You've been buying drinks
all weekend for the State of Florida.
[3446.38 - 3449.929] Log-rolling. Yeah, I know.
Meet Senator Lackerby.
[3450.14 - 3452.37] I don't know.
[3452.58 - 3455.492] Just take a bow. Not for me, for you.
[3455.7 - 3459.978] - You don't understand.
- I understand plenty. Come with me.",['proudly']
783,917841,True Colors,1991-03-15,1990.0,"[5734.877 - 5737.949] ""why should I trust you?
[5739.117 - 5742.712] ""Why should I believe in you?""
[5744.357 - 5746.871] It's a tough question.
[5748.997 - 5754.071] The tough answer is because I'm not
afraid to admit that I'm human.
[5756.637 - 5758.912] I'm one of you.
[5760.437 - 5764.476] I'm motivated, I'm proud,
[5764.677 - 5768.67] I'm competitive and, yeah,
sometimes I'm a little headstrong.
[5768.877 - 5773.314] - Does that sound familiar?
- Yes!
[5773.517 - 5776.873] I'm one of you.
And I'll tell you something.
[5777.077 - 5779.796] Where there's an ""Us"" there's a ""Them"".
[5779.997 - 5782.989] In smoky back rooms,
here in our district,",['proud']
785,919552,Ernest Goes to Jail,1990-04-06,1990.0,"[2337.416 - 2339.384] [Sighs]
[2340.819 - 2343.014] [Sighs]
[2346.625 - 2348.559] Oh, I'm sorry, Ernest.
[2348.627 - 2350.595] He promised he wasn't
gonna do that.
[2350.663 - 2353.063] Well... well, who cares
what he thinks anyway?
[2353.132 - 2355.066] I'm really proud of you
for trying.
[2355.134 - 2357.694] I mean, you're starting
to take stock of yourself.
[2357.77 - 2360.637] When you were in there
talking to Mr. Pendlesmythe,
[2360.706 - 2363.174] it was as if you were
a whole different person.
[2363.242 - 2364.573] What do you mean?
[2364.643 - 2367.237] Well, I-I mean
that I'm proud of you.",['proud']
785,919864,Ernest Goes to Jail,1990-04-06,1990.0,"[3197.937 - 3201.532] everything's gonna turn out
all right from now on.
[3203.342 - 3207.472] You know, Lyle, its really
good to be alive.
[3213.419 - 3216.786] Whats bothering him?
[3219.525 - 3221.618] Ernest,
I can't believe this.
[3221.694 - 3223.423] This place is spotless.
[3223.495 - 3225.087] I am so proud of you.
[3225.164 - 3227.826] Has the value of pride
diminished?
[3227.9 - 3229.197] What?
[3229.268 - 3232.237] Well, the last time
you were proud of me,
[3232.304 - 3233.635] I got a kiss.
[3237.843 - 3243.281] <i>Mr. Pendlesmythe: Ernest, I</i>
<i>want to see you in my office.</i>",['proud']
786,921619,The Mack,1973-04-04,1970.0,"[5060.514 - 5062.613] The people with the funny hats
and the noisemakers,
[5062.713 - 5065.586] they've gone home,
The party's over, baby,
[5065.686 - 5068.651] It's dawn.
It's reality.
[5068.751 - 5073.223] You... you're a pig,
[5073.323 - 5076.163] You're a greedy,
greedy pig,
[5076.263 - 5078.165] You're proud of it, too,
arent you?
[5078.265 - 5081.135] You're just really proud--
""Yeah, yyeah, yyeah!""
[5081.235 - 5084.2] You won't be satisfied
until every 10-month-old kid
[5084.3 - 5086.336] has a needle stuck in his arm,
you know that?
[5086.436 - 5089.174] You're worse than cancer,
[5089.274 - 5092.342] You're like an epidemic,
You're a disease, man!",['proud']
788,922350,Suburban Commando,1991-10-04,1990.0,"[79.926 - 83.794] I do wish you'd face facts
and tell your people to surrender!
[83.864 - 86.298] No! I will not ask my people...
[86.366 - 89.529] to give up everything they know
to serve a sadistic...
[89.603 - 92.094] egotistical, homicidal maniac!
[93.206 - 96.403] I don't think of myself
as egotistical.
[96.476 - 98.034] Proud, maybe, but...
[99.379 - 102.314] General Suitor, General Suitor!
Intruder, level five!
[103.316 - 104.647] Ramsey.
[106.386 - 108.752] Hold on!
[115.529 - 117.087] Move, move!
[134.08 - 136.742] Goin' up?
Let me give you a hand.",['proud']
788,922745,Suburban Commando,1991-10-04,1990.0,"[2776.954 - 2779.252] - Where's Charlie Wilcox?
- In a meeting.
[2779.323 - 2781.951] Can't be disturbed.
Leave a message or take a seat.
[2784.662 - 2786.857] I said, take a seat!
[2796.607 - 2799.44] My, what a big one!
[2800.644 - 2803.044] Oh, funny!
That's real funny!
[2803.114 - 2805.412] - Put that down! Shame on you!
- I am so happy.
[2805.483 - 2808.213] Please tell them how happy I am.
You can do that, can't you?
[2808.285 - 2809.843] It's here!
[2809.92 - 2812.115] Wonderful! Do you like it?
It's for our new mini mall.
[2812.189 - 2814.589] If you don't like it, we'll lose it.
All right, off you go now.
[2814.658 - 2817.183] Time to get ready for the big party.
Bye-bye. See you later.",['shame']
789,923217,The Four Feathers,2002-09-08,2000.0,"[389.899 - 393.399] It'd be my pleasure, General.
Your son won't dance with me.
[396.138 - 399.038] - Where were you?
- Catching a breath of air, sir.
[405.073 - 406.596] My dear.
[412.701 - 414.782] She is very beautiful, Harry.
[415.855 - 417.379] Yes, she is, sir.
[417.968 - 419.984] I was thinking how proud
my father would be
[420.084 - 421.465] if he were here.
[421.565 - 423.916] An officer who gave his life
for his country
[424.016 - 425.782] deserves far more respect
than I do.
[425.882 - 427.641] I wish I'd met him.
[432.673 - 434.475] Are you ready, my dear?",['proud']
